Date,Commodity,Price,Unit,File_Source
2020-04,Unpacked Tahina,48.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 4 - 2020.pdf
2020-04,Unpacked Wheat Flour,7.66,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 4 - 2020.pdf
2020-04,Yellow Currot without leaps,7.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 4 - 2020.pdf
2020-04,Young age bufalo with bones,140.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 4 - 2020.pdf
2020-05,Apricot Jam,11.09,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Black Peper Grain,91.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Broad Beans,33.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Bufalo Buter,97.26,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Cantaloupe,8.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Catefish,19.84,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Citrus,13.16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Corindar,24.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Corn Oil,28.46,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Coton Sed Oil,20.72,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Crushed Beans,22.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Crushed Lentil,18.54,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Cumin,79.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Domestic Chicken,44.32,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Domestic Duck,51.43,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Domestic frozen slaughtered white chicken,48.13,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Dry Beans,29.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Egplant,7.41,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Farm Chese,27.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Farm Chicken,31.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Frozen Macaroni fish,26.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Frozen Macrill fish,46.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Garlic,18.16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Gren Beans,13.28,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Green Papper,7.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Imported frozen bufalo meat,77.38,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Lentil,24.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Medium size Cabag,8.36,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Medium size Cucumber,10.83,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Medium size Pidgeon,61.78,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Medium size farm Eg,1.65,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Mulet Fish,68.61,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Nesto Chese,9.74,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Normal Wheat,7.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Old Roumi Chese,109.48,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Onion,7.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Packed Honey,19.95,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Packed Sugar,14.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Packed White Rice,17.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Potato,8.26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Shep meat with bones,141.83,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Shilian Watermelon,15.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Smal size Banana,13.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Smal size Squash,5.7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Stored Ful Crиme White Chese,58.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Strawbry,9.63,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Sun Flower Oil,23.38,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Tilapia Fish,35.49,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Tomato,7.16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Bufalo buter,107.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Halva,40.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Imported Catle’s Buter,109.51,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Molases,12.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Pasta,8.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Rice,9.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Tahina,48.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Unpacked Wheat Flour,7.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Yelow Curot without leaps,7.09,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-05,Young age bufalo with bones,144.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 5 - 2020.pdf
2020-06,(net meat)Midle age bufalo & catle,136.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Apricot Jam,11.09,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Black Pepper Grain,91.29,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Broad Beans,32.98,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Buffalo Butter,98.49,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Cantaloupe,7.29,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Catefish,19.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Citrus,30.48,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Corindar,24.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Corn Oil,28.46,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Coton Sed Oil,20.72,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Crushed Beans,22.09,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Crushed Lentil,18.42,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Cumin,80.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Domestic Chicken,41.05,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Domestic Duck,49.94,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Domestic frozen slaughtered white chicken,47.61,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Dry Beans,29.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Eggplant,7.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Farm Cheese,26.74,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Farm Chicken,29.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Frozen Macaroni fish,26.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Frozen Macrill fish,45.66,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Garlic,21.28,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Green Papper,6.17,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Gren Beans,13.38,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Imported frozen bufalo meat,77.64,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Lentil,24.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Medium size Cabag,8.26,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Medium size Cucumber,9.74,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Medium size Pidgeon,60.02,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Medium size farm Egg,1.56,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Mullet Fish,66.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Nesto Chese,9.74,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Normal Wheat,7.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Old Roumi Chese,107.18,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Onion,6.36,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Packed Honey,20.68,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Packed Sugar,14.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Packed White Rice,17.34,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Potato,8.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Shep meat with bones,141.83,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Shilian Watermelon,12.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Smal size Squash,6.03,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Small size Banana,14.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Stored Full Crиme White Cheese,58.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Strawbrry,9.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Sun Flower Oil,23.38,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Tilapia Fish,34.11,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Tomato,6.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Bufalo buter,106.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Halva,40.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Imported Catle’s Buter,108.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Molases,12.31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Pasta,8.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Rice,9.96,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Tahina,48.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Unpacked Wheat Flour,7.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Yellow Currot without leaps,7.31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-06,Young age bufalo with bones,145.17,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 6 - 2020.pdf
2020-07,Apricot Jam,11.09,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Black Pepper Grain,90.54,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Broad Beans,32.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Buffalo Butter,98.65,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Cantaloupe,6.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Catefish,18.94,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Citrus,27.98,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Corindar,24.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Corn Oil,28.46,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Coton Sed Oil,20.72,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Crushed Beans,21.99,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Crushed Lentil,18.47,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Cumin,80.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Domestic Chicken,40.89,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Domestic Duck,48.66,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Domestic frozen slaughtered white chicken,47.39,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Dry Beans,29.26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Eggplant,6.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Farm Cheese,27.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Farm Chicken,28.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Fresh Milk,14.48,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Frozen Macaroni fish,26.34,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Frozen Macrill fish,44.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Garlic,21.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Green Papper,5.39,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Gren Beans,16.36,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Imported frozen bufalo meat,77.47,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Lentil,24.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Medium size Cabag,9.51,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Medium size Cucumber,8.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Medium size Pidgeon,59.01,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
2020-07,Medium size farm Egg,1.54,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 7 - 2020.pdf
